case_id,start_time,end_time,claim_value,product_group,Activity,Resource,role
258,2020-02-09T21:45:00,2020-02-09T21:45:00,5079.89, Property, Approve Assessment,Emilee Dorsey,Operations Manager
258,2020-02-09T23:48:00,2020-02-10T04:38:00,5079.89, Property, Prepare Claim Settlement,Alyvia Berger,Operations Manager
258,2020-02-14T16:37:00,2020-02-14T16:38:00,5079.89, Property, Approve Claim Settlement,Nathanial Oliver,Product Manager
258,2020-02-15T09:10:00,2020-02-15T09:10:00,5079.89, Property, Execute Claim Settlement,Mariam Tate,Claims Administrator
259,2020-02-05T15:13:00,2020-02-05T15:26:00,5253.04, Health, Register Claim,Roland Salazar,Claims Administrator
259,2020-02-06T05:28:00,2020-02-06T05:32:00,5253.04, Health, Analyze Claim,Sonny Todd,Assessor
259,2020-02-06T05:38:00,2020-02-06T05:39:00,5253.04, Health, Assess Claim,Sonny Todd,Assessor
259,2020-02-09T17:24:00,2020-02-09T17:55:00,5253.04, Health, Finalize Assessment,Karter Chapman,Claims Officer
259,2020-02-10T15:30:00,2020-02-10T15:30:00,5253.04, Health, Approve Assessment,Hugh Collins,Operations Manager
259,2020-02-11T00:46:00,2020-02-11T07:29:00,5253.04, Health, Prepare Claim Settlement,Karter Chapman,Operations Manager
259,2020-02-14T16:21:00,2020-02-14T16:22:00,5253.04, Health, Approve Claim Settlement,Jaylen Gardner,Product Manager
259,2020-02-15T09:36:00,2020-02-15T09:36:00,5253.04, Health, Execute Claim Settlement,Mariam Tate,Claims Administrator
27,2020-01-03T17:22:00,2020-01-03T18:16:00,23780.07, Health, Register Claim,Bailee Barr,Claims Administrator
27,2020-01-04T06:27:00,2020-01-04T06:32:00,23780.07, Health, Analyze Claim,Sonny Todd,Assessor
27,2020-01-04T06:37:00,2020-01-04T06:39:00,23780.07, Health, Assess Claim,Korbin Miranda,Assessor
27,2020-01-04T10:23:00,2020-01-04T10:51:00,23780.07, Health, Finalize Assessment,Karter Chapman,Claims Officer
27,2020-01-05T12:25:00,2020-01-05T12:25:00,23780.07, Health, Approve Assessment,Bailee Barr,Operations Manager
27,2020-01-06T02:42:00,2020-01-06T13:20:00,23780.07, Health, Prepare Claim Settlement,Alyvia Berger,Operations Manager
27,2020-01-07T23:11:00,2020-01-07T23:12:00,23780.07, Health, Approve Claim Settlement,Hugh Collins,Product Manager
27,2020-01-10T00:11:00,2020-01-10T00:11:00,23780.07, Health, Execute Claim Settlement,Mariam Tate,Claims Administrator
29,2020-01-04T02:27:00,2020-01-04T02:46:00,1785.08, Motor, Register Claim,Mitchell Mckay,Claims Administrator
29,2020-01-04T17:25:00,2020-01-04T17:29:00,1785.08, Motor, Analyze Claim,Sonny Todd,Assessor
29,2020-01-04T17:35:00,2020-01-04T17:37:00,1785.08, Motor, Assess Claim,Korbin Miranda,Assessor
29,2020-01-04T19:03:00,2020-01-04T19:42:00,1785.08, Motor, Finalize Assessment,Rayna Jackson,Claims Officer
29,2020-01-06T17:33:00,2020-01-06T17:33:00,1785.08, Motor, Approve Assessment,Hugh Collins,Operations Manager
29,2020-01-06T20:57:00,2020-01-07T08:00:00,1785.08, Motor, Prepare Claim Settlement,Alyvia Berger,Operations Manager
29,2020-01-11T00:42:00,2020-01-11T00:43:00,1785.08, Motor, Approve Claim Settlement,Bailee Barr,Product Manager
29,2020-01-12T12:19:00,2020-01-12T12:19:00,1785.08, Motor, Execute Claim Settlement,Katelyn Pitts,Claims Administrator
293,2020-02-09T13:06:00,2020-02-09T13:54:00,569.89, Property, Register Claim,Rachael Tanner,Claims Administrator
293,2020-02-10T06:44:00,2020-02-10T06:53:00,569.89, Property, Analyze Claim,Sonny Todd,Assessor
293,2020-02-10T06:58:00,2020-02-10T07:00:00,569.89, Property, Assess Claim,Sonny Todd,Assessor
293,2020-02-14T22:41:00,2020-02-14T22:54:00,569.89, Property, Finalize Assessment,Alyvia Berger,Claims Officer
293,2020-02-15T10:16:00,2020-02-15T10:16:00,569.89, Property, Approve Assessment,Lexi Larsen,Operations Manager
293,2020-02-15T12:04:00,2020-02-15T20:08:00,569.89, Property, Prepare Claim Settlement,Alyvia Berger,Operations Manager
293,2020-02-18T01:28:00,2020-02-18T01:29:00,569.89, Property, Approve Claim Settlement,Lexi Larsen,Product Manager
293,2020-02-20T18:10:00,2020-02-20T18:10:00,569.89, Property, Execute Claim Settlement,Kamila Leblanc,Claims Administrator
309,2020-02-12T22:05:00,2020-02-12T22:54:00,3131.07, Health, Register Claim,Jaslene Bean,Claims Administrator
309,2020-02-13T10:41:00,2020-02-13T10:49:00,3131.07, Health, Analyze Claim,Brynn Warren,Assessor
309,2020-02-13T10:57:00,2020-02-13T10:59:00,3131.07, Health, Assess Claim,Korbin Miranda,Assessor
309,2020-02-17T07:10:00,2020-02-17T07:27:00,3131.07, Health, Finalize Assessment,Rayna Jackson,Claims Officer
309,2020-02-19T12:22:00,2020-02-19T12:22:00,3131.07, Health, Approve Assessment,Aria Bonilla,Operations Manager
309,2020-02-19T16:34:00,2020-02-20T03:10:00,3131.07, Health, Prepare Claim Settlement,Karter Chapman,Operations Manager
309,2020-02-23T12:06:00,2020-02-23T12:07:00,3131.07, Health, Approve Claim Settlement,Dallas Melendez,Product Manager
309,2020-02-25T18:03:00,2020-02-25T18:03:00,3131.07, Health, Execute Claim Settlement,Katelyn Pitts,Claims Administrator
316,2020-02-13T22:48:00,2020-02-13T23:15:00,545.54, Business, Register Claim,Aria Bonilla,Claims Administrator
316,2020-02-14T14:04:00,2020-02-14T14:08:00,545.54, Business, Analyze Claim,Korbin Miranda,Assessor
316,2020-02-14T14:12:00,2020-02-14T14:13:00,545.54, Business, Assess Claim,Sonny Todd,Assessor
316,2020-02-14T18:59:00,2020-02-14T19:03:00,545.54, Business, Finalize Assessment,Alyvia Berger,Claims Officer
316,2020-02-15T12:58:00,2020-02-15T12:58:00,545.54, Business, Approve Assessment,Lexi Larsen,Operations Manager
316,2020-02-16T05:51:00,2020-02-16T18:06:00,545.54, Business, Prepare Claim Settlement,Karter Chapman,Operations Manager
316,2020-02-18T18:42:00,2020-02-18T18:43:00,545.54, Business, Approve Claim Settlement,Morgan Roach,Product Manager
316,2020-02-20T18:18:00,2020-02-20T18:18:00,545.54, Business, Execute Claim Settlement,Kamila Leblanc,Claims Administrator
329,2020-02-15T03:47:00,2020-02-15T04:18:00,7498.28, Property, Register Claim,Morgan Roach,Claims Administrator
329,2020-02-16T04:47:00,2020-02-16T04:54:00,7498.28, Property, Analyze Claim,Korbin Miranda,Assessor
329,2020-02-16T04:57:00,2020-02-16T05:00:00,7498.28, Property, Assess Claim,Korbin Miranda,Assessor
329,2020-02-17T10:34:00,2020-02-17T10:54:00,7498.28, Property, Finalize Assessment,Rayna Jackson,Claims Officer
329,2020-02-19T23:15:00,2020-02-19T23:15:00,7498.28, Property, Approve Assessment,Morgan Roach,Operations Manager
329,2020-02-20T02:38:00,2020-02-20T06:42:00,7498.28, Property, Prepare Claim Settlement,Rayna Jackson,Operations Manager
329,2020-02-24T04:39:00,2020-02-24T04:40:00,7498.28, Property, Approve Claim Settlement,Jaslene Bean,Product Manager
329,2020-02-25T20:11:00,2020-02-25T20:11:00,7498.28, Property, Execute Claim Settlement,Mariam Tate,Claims Administrator
335,2020-02-16T05:46:00,2020-02-16T05:53:00,5790.28, Motor, Register Claim,Lexi Larsen,Claims Administrator
335,2020-02-16T16:55:00,2020-02-16T17:01:00,5790.28, Motor, Analyze Claim,Korbin Miranda,Assessor
335,2020-02-16T17:05:00,2020-02-16T17:06:00,5790.28, Motor, Assess Claim,Sonny Todd,Assessor
335,2020-02-20T11:40:00,2020-02-20T12:07:00,5790.28, Motor, Finalize Assessment,Karter Chapman,Claims Officer
335,2020-02-21T06:35:00,2020-02-21T06:35:00,5790.28, Motor, Approve Assessment,Bailee Barr,Operations Manager
335,2020-02-21T09:26:00,2020-02-21T23:14:00,5790.28, Motor, Prepare Claim Settlement,Karter Chapman,Operations Manager
335,2020-02-26T01:43:00,2020-02-26T01:44:00,5790.28, Motor, Approve Claim Settlement,Emilee Dorsey,Product Manager
335,2020-02-28T20:12:00,2020-02-28T20:12:00,5790.28, Motor, Execute Claim Settlement,Katelyn Pitts,Claims Administrator
35,2020-01-04T17:08:00,2020-01-04T17:47:00,2589.39, Motor, Register Claim,Lexi Larsen,Claims Administrator
35,2020-01-05T10:09:00,2020-01-05T10:15:00,2589.39, Motor, Analyze Claim,Korbin Miranda,Assessor
35,2020-01-05T10:22:00,2020-01-05T10:25:00,2589.39, Motor, Assess Claim,Brynn Warren,Assessor
35,2020-01-05T17:10:00,2020-01-05T17:36:00,2589.39, Motor, Finalize Assessment,Karter Chapman,Claims Officer
35,2020-01-07T03:47:00,2020-01-07T03:47:00,2589.39, Motor, Approve Assessment,Jaslene Bean,Operations Manager
35,2020-01-07T08:23:00,2020-01-07T20:17:00,2589.39, Motor, Prepare Claim Settlement,Alyvia Berger,Operations Manager
35,2020-01-11T04:25:00,2020-01-11T04:26:00,2589.39, Motor, Approve Claim Settlement,Rachael Tanner,Product Manager
35,2020-01-12T14:42:00,2020-01-12T14:42:00,2589.39, Motor, Execute Claim Settlement,Kamila Leblanc,Claims Administrator
352,2020-02-18T19:19:00,2020-02-18T20:09:00,635.87, Motor, Register Claim,Dallas Melendez,Claims Administrator
352,2020-02-19T16:55:00,2020-02-19T17:02:00,635.87, Motor, Analyze Claim,Brynn Warren,Assessor
352,2020-02-19T17:09:00,2020-02-19T17:12:00,635.87, Motor, Assess Claim,Brynn Warren,Assessor
352,2020-02-20T07:08:00,2020-02-20T07:39:00,635.87, Motor, Finalize Assessment,Rayna Jackson,Claims Officer
352,2020-02-21T00:32:00,2020-02-21T00:32:00,635.87, Motor, Approve Assessment,Jaslene Bean,Operations Manager
352,2020-02-21T03:13:00,2020-02-21T09:26:00,635.87, Motor, Prepare Claim Settlement,Karter Chapman,Operations Manager
352,2020-02-25T13:20:00,2020-02-25T13:21:00,635.87, Motor, Approve Claim Settlement,Aria Bonilla,Product Manager
352,2020-02-26T13:22:00,2020-02-26T13:22:00,635.87, Motor, Execute Claim Settlement,Kamila Leblanc,Claims Administrator
368,2020-02-22T04:01:00,2020-02-22T04:08:00,1057.21, Health, Register Claim,Bailee Barr,Claims Administrator
368,2020-02-22T18:23:00,2020-02-22T18:28:00,1057.21, Health, Analyze Claim,Korbin Miranda,Assessor
368,2020-02-22T18:35:00,2020-02-22T18:37:00,1057.21, Health, Assess Claim,Korbin Miranda,Assessor
368,2020-02-25T02:01:00,2020-02-25T02:18:00,1057.21, Health, Finalize Assessment,Karter Chapman,Claims Officer
368,2020-02-26T20:32:00,2020-02-26T20:32:00,1057.21, Health, Approve Assessment,Rachael Tanner,Operations Manager
368,2020-02-27T00:16:00,2020-02-27T14:41:00,1057.21, Health, Prepare Claim Settlement,Karter Chapman,Operations Manager
368,2020-03-03T15:36:00,2020-03-03T15:37:00,1057.21, Health, Approve Claim Settlement,Morgan Roach,Product Manager
368,2020-03-05T22:42:00,2020-03-05T22:42:00,1057.21, Health, Execute Claim Settlement,Katelyn Pitts,Claims Administrator
376,2020-02-23T01:39:00,2020-02-23T01:48:00,33834.47, Motor, Register Claim,Jaylen Gardner,Claims Administrator
376,2020-02-24T01:56:00,2020-02-24T02:03:00,33834.47, Motor, Analyze Claim,Brynn Warren,Assessor
376,2020-02-24T02:11:00,2020-02-24T02:12:00,33834.47, Motor, Assess Claim,Sonny Todd,Assessor
376,2020-02-24T04:24:00,2020-02-24T04:46:00,33834.47, Motor, Finalize Assessment,Alyvia Berger,Claims Officer
376,2020-02-25T04:21:00,2020-02-25T04:21:00,33834.47, Motor, Approve Assessment,Rachael Tanner,Operations Manager
376,2020-02-25T09:30:00,2020-02-25T21:34:00,33834.47, Motor, Prepare Claim Settlement,Karter Chapman,Operations Manager
376,2020-02-27T21:03:00,2020-02-27T21:04:00,33834.47, Motor, Approve Claim Settlement,Bailee Barr,Finance Manager
376,2020-03-02T15:20:00,2020-03-02T15:20:00,33834.47, Motor, Execute Claim Settlement,Mariam Tate,Claims Administrator
384,2020-02-24T02:47:00,2020-02-24T03:43:00,6694.68, Health, Register Claim,Emilee Dorsey,Claims Administrator
384,2020-02-25T02:13:00,2020-02-25T02:17:00,6694.68, Health, Analyze Claim,Korbin Miranda,Assessor
384,2020-02-25T02:22:00,2020-02-25T02:24:00,6694.68, Health, Assess Claim,Korbin Miranda,Assessor
384,2020-02-25T19:40:00,2020-02-25T20:05:00,6694.68, Health, Finalize Assessment,Rayna Jackson,Claims Officer
384,2020-02-28T16:31:00,2020-02-28T16:31:00,6694.68, Health, Approve Assessment,Nathanial Oliver,Operations Manager
384,2020-03-01T00:35:00,2020-03-01T06:27:00,6694.68, Health, Prepare Claim Settlement,Karter Chapman,Operations Manager
384,2020-03-06T02:52:00,2020-03-06T02:53:00,6694.68, Health, Approve Claim Settlement,Roland Salazar,Product Manager
384,2020-03-08T03:11:00,2020-03-08T03:11:00,6694.68, Health, Execute Claim Settlement,Kamila Leblanc,Claims Administrator
40,2020-01-05T08:02:00,2020-01-05T08:28:00,5480.48, Motor, Register Claim,Emilee Dorsey,Claims Administrator
40,2020-01-06T01:30:00,2020-01-06T01:36:00,5480.48, Motor, Analyze Claim,Brynn Warren,Assessor
40,2020-01-06T01:40:00,2020-01-06T01:41:00,5480.48, Motor, Assess Claim,Sonny Todd,Assessor
40,2020-01-06T15:44:00,2020-01-06T16:10:00,5480.48, Motor, Finalize Assessment,Alyvia Berger,Claims Officer
40,2020-01-10T12:09:00,2020-01-10T12:09:00,5480.48, Motor, Approve Assessment,Morgan Roach,Operations Manager
40,2020-01-10T22:35:00,2020-01-11T05:46:00,5480.48, Motor, Prepare Claim Settlement,Karter Chapman,Operations Manager
40,2020-01-15T00:36:00,2020-01-15T00:37:00,5480.48, Motor, Approve Claim Settlement,Emilee Dorsey,Product Manager
40,2020-01-16T06:33:00,2020-01-16T06:33:00,5480.48, Motor, Execute Claim Settlement,Mariam Tate,Claims Administrator
400,2020-02-26T15:05:00,2020-02-26T15:56:00,21712.87, Business, Register Claim,Matilda Escobar,Claims Administrator
400,2020-02-27T16:51:00,2020-02-27T16:58:00,21712.87, Business, Analyze Claim,Korbin Miranda,Assessor
400,2020-02-27T17:04:00,2020-02-27T17:06:00,21712.87, Business, Assess Claim,Sonny Todd,Assessor
400,2020-02-28T19:25:00,2020-02-28T19:54:00,21712.87, Business, Finalize Assessment,Alyvia Berger,Claims Officer
400,2020-03-02T23:35:00,2020-03-02T23:35:00,21712.87, Business, Approve Assessment,Hugh Collins,Operations Manager
400,2020-03-03T02:51:00,2020-03-03T10:11:00,21712.87, Business, Prepare Claim Settlement,Alyvia Berger,Operations Manager
400,2020-03-08T07:26:00,2020-03-08T07:27:00,21712.87, Business, Approve Claim Settlement,Rachael Tanner,Product Manager
400,2020-03-08T21:30:00,2020-03-08T21:30:00,21712.87, Business, Execute Claim Settlement,Kamila Leblanc,Claims Administrator
41,2020-01-05T10:01:00,2020-01-05T10:33:00,24596.73, Motor, Register Claim,Bailee Barr,Claims Administrator
41,2020-01-06T03:07:00,2020-01-06T03:15:00,24596.73, Motor, Analyze Claim,Brynn Warren,Assessor
41,2020-01-06T03:19:00,2020-01-06T03:20:00,24596.73, Motor, Assess Claim,Sonny Todd,Assessor
41,2020-01-06T15:49:00,2020-01-06T16:15:00,24596.73, Motor, Finalize Assessment,Karter Chapman,Claims Officer
41,2020-01-07T10:11:00,2020-01-07T10:11:00,24596.73, Motor, Approve Assessment,Rachael Tanner,Operations Manager
41,2020-01-07T14:23:00,2020-01-08T01:07:00,24596.73, Motor, Prepare Claim Settlement,Karter Chapman,Operations Manager
41,2020-01-11T04:36:00,2020-01-11T04:37:00,24596.73, Motor, Approve Claim Settlement,Emilee Dorsey,Product Manager
41,2020-01-13T08:03:00,2020-01-13T08:03:00,24596.73, Motor, Execute Claim Settlement,Mariam Tate,Claims Administrator
414,2020-02-28T19:23:00,2020-02-28T19:48:00,6898.7, Business, Register Claim,Matilda Escobar,Claims Administrator
414,2020-03-01T06:16:00,2020-03-01T06:20:00,6898.7, Business, Analyze Claim,Brynn Warren,Assessor
414,2020-03-01T06:24:00,2020-03-01T06:26:00,6898.7, Business, Assess Claim,Sonny Todd,Assessor
414,2020-03-04T17:33:00,2020-03-04T18:10:00,6898.7, Business, Finalize Assessment,Rayna Jackson,Claims Officer
414,2020-03-05T08:11:00,2020-03-05T08:11:00,6898.7, Business, Approve Assessment,Dallas Melendez,Operations Manager
414,2020-03-05T13:56:00,2020-03-06T04:17:00,6898.7, Business, Prepare Claim Settlement,Rayna Jackson,Operations Manager
414,2020-03-09T16:42:00,2020-03-09T16:43:00,6898.7, Business, Approve Claim Settlement,Mitchell Mckay,Product Manager
414,2020-03-10T22:37:00,2020-03-10T22:37:00,6898.7, Business, Execute Claim Settlement,Giuliana Cantrell,Claims Administrator
419,2020-03-01T06:58:00,2020-03-01T07:26:00,5890.78, Property, Register Claim,Jaylen Gardner,Claims Administrator
419,2020-03-02T02:41:00,2020-03-02T02:48:00,5890.78, Property, Analyze Claim,Korbin Miranda,Assessor
419,2020-03-02T02:52:00,2020-03-02T02:54:00,5890.78, Property, Assess Claim,Brynn Warren,Assessor
419,2020-03-07T05:03:00,2020-03-07T05:27:00,5890.78, Property, Finalize Assessment,Rayna Jackson,Claims Officer
419,2020-03-08T05:38:00,2020-03-08T05:38:00,5890.78, Property, Approve Assessment,Rachael Tanner,Operations Manager
419,2020-03-08T10:22:00,2020-03-08T14:57:00,5890.78, Property, Prepare Claim Settlement,Rayna Jackson,Operations Manager
419,2020-03-14T03:41:00,2020-03-14T03:42:00,5890.78, Property, Approve Claim Settlement,Aria Bonilla,Product Manager
419,2020-03-15T01:48:00,2020-03-15T01:48:00,5890.78, Property, Execute Claim Settlement,Giuliana Cantrell,Claims Administrator
43,2020-01-05T20:18:00,2020-01-05T21:04:00,4146.37, Health, Register Claim,Dallas Melendez,Claims Administrator
43,2020-01-06T15:18:00,2020-01-06T15:27:00,4146.37, Health, Analyze Claim,Brynn Warren,Assessor
43,2020-01-06T15:35:00,2020-01-06T15:37:00,4146.37, Health, Assess Claim,Brynn Warren,Assessor
43,2020-01-06T21:23:00,2020-01-06T21:50:00,4146.37, Health, Finalize Assessment,Karter Chapman,Claims Officer
43,2020-01-09T10:06:00,2020-01-09T10:06:00,4146.37, Health, Approve Assessment,Nathanial Oliver,Operations Manager
43,2020-01-10T05:23:00,2020-01-10T17:44:00,4146.37, Health, Prepare Claim Settlement,Alyvia Berger,Operations Manager
43,2020-01-12T21:23:00,2020-01-12T21:24:00,4146.37, Health, Approve Claim Settlement,Nathanial Oliver,Product Manager
43,2020-01-18T17:31:00,2020-01-18T17:31:00,4146.37, Health, Execute Claim Settlement,Arturo Horton,Claims Administrator
44,2020-01-05T22:04:00,2020-01-05T22:28:00,10554.53, Health, Register Claim,Rachael Tanner,Claims Administrator
44,2020-01-06T18:44:00,2020-01-06T18:49:00,10554.53, Health, Analyze Claim,Korbin Miranda,Assessor
44,2020-01-06T18:52:00,2020-01-06T18:54:00,10554.53, Health, Assess Claim,Sonny Todd,Assessor
44,2020-01-06T20:33:00,2020-01-06T20:57:00,10554.53, Health, Finalize Assessment,Alyvia Berger,Claims Officer
44,2020-01-08T19:15:00,2020-01-08T19:15:00,10554.53, Health, Approve Assessment,Nathanial Oliver,Operations Manager
44,2020-01-09T04:05:00,2020-01-09T08:06:00,10554.53, Health, Prepare Claim Settlement,Karter Chapman,Operations Manager
44,2020-01-12T18:44:00,2020-01-12T18:45:00,10554.53, Health, Approve Claim Settlement,Bailee Barr,Product Manager
44,2020-01-18T15:57:00,2020-01-18T15:57:00,10554.53, Health, Execute Claim Settlement,Mariam Tate,Claims Administrator
448,2020-03-06T21:05:00,2020-03-06T21:22:00,128.89, Motor, Register Claim,Aria Bonilla,Claims Administrator
448,2020-03-07T18:24:00,2020-03-07T18:29:00,128.89, Motor, Analyze Claim,Sonny Todd,Assessor
448,2020-03-07T18:36:00,2020-03-07T18:38:00,128.89, Motor, Assess Claim,Sonny Todd,Assessor
448,2020-03-08T18:34:00,2020-03-08T19:03:00,128.89, Motor, Finalize Assessment,Alyvia Berger,Claims Officer
448,2020-03-09T08:25:00,2020-03-09T08:25:00,128.89, Motor, Approve Assessment,Roland Salazar,Operations Manager
448,2020-03-09T18:36:00,2020-03-10T09:00:00,128.89, Motor, Prepare Claim Settlement,Rayna Jackson,Operations Manager
448,2020-03-14T11:53:00,2020-03-14T11:54:00,128.89, Motor, Approve Claim Settlement,Nathanial Oliver,Product Manager
448,2020-03-15T01:48:00,2020-03-15T01:48:00,128.89, Motor, Execute Claim Settlement,Giuliana Cantrell,Claims Administrator
457,2020-03-07T19:54:00,2020-03-07T20:13:00,565.07, Motor, Register Claim,Jaylen Gardner,Claims Administrator
457,2020-03-08T11:12:00,2020-03-08T11:17:00,565.07, Motor, Analyze Claim,Sonny Todd,Assessor
457,2020-03-08T11:25:00,2020-03-08T11:27:00,565.07, Motor, Assess Claim,Korbin Miranda,Assessor
457,2020-03-09T00:44:00,2020-03-09T01:03:00,565.07, Motor, Finalize Assessment,Rayna Jackson,Claims Officer
457,2020-03-11T13:34:00,2020-03-11T13:34:00,565.07, Motor, Approve Assessment,Roland Salazar,Operations Manager
457,2020-03-13T03:47:00,2020-03-13T11:06:00,565.07, Motor, Prepare Claim Settlement,Alyvia Berger,Operations Manager
457,2020-03-15T08:30:00,2020-03-15T08:31:00,565.07, Motor, Approve Claim Settlement,Rachael Tanner,Product Manager
457,2020-03-19T04:46:00,2020-03-19T04:46:00,565.07, Motor, Execute Claim Settlement,Giuliana Cantrell,Claims Administrator
47,2020-01-06T04:32:00,2020-01-06T04:50:00,3155.12, Motor, Register Claim,Dallas Melendez,Claims Administrator
47,2020-01-06T16:17:00,2020-01-06T16:25:00,3155.12, Motor, Analyze Claim,Korbin Miranda,Assessor
47,2020-01-06T16:33:00,2020-01-06T16:36:00,3155.12, Motor, Assess Claim,Sonny Todd,Assessor
47,2020-01-06T21:50:00,2020-01-06T22:16:00,3155.12, Motor, Finalize Assessment,Karter Chapman,Claims Officer
47,2020-01-10T11:57:00,2020-01-10T11:57:00,3155.12, Motor, Approve Assessment,Matilda Escobar,Operations Manager
47,2020-01-11T00:27:00,2020-01-11T07:05:00,3155.12, Motor, Prepare Claim Settlement,Alyvia Berger,Operations Manager
47,2020-01-15T06:35:00,2020-01-15T06:36:00,3155.12, Motor, Approve Claim Settlement,Emilee Dorsey,Product Manager
47,2020-01-17T00:09:00,2020-01-17T00:09:00,3155.12, Motor, Execute Claim Settlement,Kamila Leblanc,Claims Administrator
497,2020-03-11T19:37:00,2020-03-11T20:23:00,11008.88, Health, Register Claim,Roland Salazar,Claims Administrator
497,2020-03-12T13:50:00,2020-03-12T13:56:00,11008.88, Health, Analyze Claim,Brynn Warren,Assessor
497,2020-03-12T14:04:00,2020-03-12T14:06:00,11008.88, Health, Assess Claim,Brynn Warren,Assessor
497,2020-03-13T22:04:00,2020-03-13T22:35:00,11008.88, Health, Finalize Assessment,Karter Chapman,Claims Officer
497,2020-03-14T19:05:00,2020-03-14T19:05:00,11008.88, Health, Approve Assessment,Emilee Dorsey,Operations Manager
497,2020-03-16T09:39:00,2020-03-16T13:51:00,11008.88, Health, Prepare Claim Settlement,Rayna Jackson,Operations Manager
497,2020-03-20T06:30:00,2020-03-20T06:31:00,11008.88, Health, Approve Claim Settlement,Bailee Barr,Product Manager
497,2020-03-25T12:37:00,2020-03-25T12:37:00,11008.88, Health, Execute Claim Settlement,Mariam Tate,Claims Administrator
525,2020-03-15T07:45:00,2020-03-15T08:25:00,7243.6, Property, Register Claim,Bailee Barr,Claims Administrator
525,2020-03-16T03:41:00,2020-03-16T03:45:00,7243.6, Property, Analyze Claim,Korbin Miranda,Assessor
525,2020-03-16T03:52:00,2020-03-16T03:54:00,7243.6, Property, Assess Claim,Sonny Todd,Assessor
525,2020-03-16T08:26:00,2020-03-16T08:54:00,7243.6, Property, Finalize Assessment,Rayna Jackson,Claims Officer
525,2020-03-19T06:29:00,2020-03-19T06:29:00,7243.6, Property, Approve Assessment,Matilda Escobar,Operations Manager
525,2020-03-19T18:56:00,2020-03-20T00:45:00,7243.6, Property, Prepare Claim Settlement,Alyvia Berger,Operations Manager
525,2020-03-24T12:07:00,2020-03-24T12:08:00,7243.6, Property, Approve Claim Settlement,Nathanial Oliver,Product Manager
525,2020-03-27T00:25:00,2020-03-27T00:25:00,7243.6, Property, Execute Claim Settlement,Mariam Tate,Claims Administrator
537,2020-03-17T23:38:00,2020-03-18T00:14:00,3131.63, Property, Register Claim,Dallas Melendez,Claims Administrator
537,2020-03-19T00:43:00,2020-03-19T00:49:00,3131.63, Property, Analyze Claim,Sonny Todd,Assessor
537,2020-03-19T00:53:00,2020-03-19T00:55:00,3131.63, Property, Assess Claim,Korbin Miranda,Assessor
537,2020-03-19T20:41:00,2020-03-19T21:14:00,3131.63, Property, Finalize Assessment,Karter Chapman,Claims Officer
537,2020-03-20T18:35:00,2020-03-20T18:35:00,3131.63, Property, Approve Assessment,Mitchell Mckay,Operations Manager
537,2020-03-21T02:59:00,2020-03-21T13:46:00,3131.63, Property, Prepare Claim Settlement,Rayna Jackson,Operations Manager
537,2020-03-26T12:10:00,2020-03-26T12:11:00,3131.63, Property, Approve Claim Settlement,Rachael Tanner,Product Manager
537,2020-03-31T03:11:00,2020-03-31T03:11:00,3131.63, Property, Execute Claim Settlement,Kamila Leblanc,Claims Administrator
56,2020-01-07T20:35:00,2020-01-07T21:30:00,19068.38, Motor, Register Claim,Morgan Roach,Claims Administrator
56,2020-01-08T18:32:00,2020-01-08T18:37:00,19068.38, Motor, Analyze Claim,Korbin Miranda,Assessor
56,2020-01-08T18:43:00,2020-01-08T18:45:00,19068.38, Motor, Assess Claim,Brynn Warren,Assessor
56,2020-01-09T02:02:00,2020-01-09T02:34:00,19068.38, Motor, Finalize Assessment,Alyvia Berger,Claims Officer
56,2020-01-11T05:48:00,2020-01-11T05:48:00,19068.38, Motor, Approve Assessment,Lexi Larsen,Operations Manager
56,2020-01-11T19:51:00,2020-01-12T01:19:00,19068.38, Motor, Prepare Claim Settlement,Karter Chapman,Operations Manager
56,2020-01-16T14:23:00,2020-01-16T14:24:00,19068.38, Motor, Approve Claim Settlement,Mitchell Mckay,Product Manager
56,2020-01-17T06:53:00,2020-01-17T06:53:00,19068.38, Motor, Execute Claim Settlement,Kamila Leblanc,Claims Administrator
595,2020-03-25T12:07:00,2020-03-25T12:42:00,3524.87, Motor, Register Claim,Emilee Dorsey,Claims Administrator
595,2020-03-25T23:13:00,2020-03-25T23:18:00,3524.87, Motor, Analyze Claim,Sonny Todd,Assessor
595,2020-03-25T23:23:00,2020-03-25T23:25:00,3524.87, Motor, Assess Claim,Sonny Todd,Assessor
595,2020-03-29T16:54:00,2020-03-29T17:17:00,3524.87, Motor, Finalize Assessment,Rayna Jackson,Claims Officer
595,2020-03-30T16:56:00,2020-03-30T16:56:00,3524.87, Motor, Approve Assessment,Jaylen Gardner,Operations Manager
595,2020-03-30T21:43:00,2020-03-31T11:02:00,3524.87, Motor, Prepare Claim Settlement,Rayna Jackson,Operations Manager
595,2020-04-05T11:57:00,2020-04-05T11:58:00,3524.87, Motor, Approve Claim Settlement,Morgan Roach,Product Manager
595,2020-04-06T19:20:00,2020-04-06T19:20:00,3524.87, Motor, Execute Claim Settlement,Arturo Horton,Claims Administrator
596,2020-03-25T19:01:00,2020-03-25T19:46:00,410.09, Health, Register Claim,Rachael Tanner,Claims Administrator
596,2020-03-26T05:20:00,2020-03-26T05:24:00,410.09, Health, Analyze Claim,Sonny Todd,Assessor
